uid302	A	w
uid303	D	m
uid304	A	m
uid305	D	m
uid306	D	m
uid307	D	w
uid308	CH	w
uid309	CH	w
uid310	D	m
uid311	D	m
uid312	D	w
uid313	D	m
uid314	CH	m
uid315	D	m
uid316	CH	w
uid317	CH	m
uid318	D	m
uid319	A	w
uid320	D	m
uid321	D	w
uid322	D	m
uid323	CH	w
uid324	D	m
uid325	CH	m
uid326	A	w
uid327	D	m
uid328	D	w
uid329	A	w
uid330	CH	w
uid331	D	w
uid332	A	w
uid333	A	m
uid334	A	w
uid335	D	m
uid336	D	w
uid337	CH	w
uid338	D	w
uid339	D	w
uid340	A	w
uid341	A	m
uid342	D	m
uid343	D	w
uid344	D	w
uid345	CH	m
uid346	CH	w
uid347	D	m
uid348	D	w
uid349	D	w
uid350	D	m
uid351	D	w
uid352	CH	m
uid353	A	w
uid354	D	m
uid355	D	w
uid356	A	w
uid357	D	m
uid358	D	w
uid359	CH	m
uid360	A	w
uid361	A	m
uid362	A	w
uid363	A	m
uid364	D	w
uid365	D	w
uid366	D	w
uid367	D	w
uid368	D	w
uid369	A	w
uid370	D	w
uid371	A	w
uid372	D	w
uid373	D	w
uid374	D	w
uid375	D	m
uid376	A	m
uid377	D	m
uid378	D	w
uid379	D	w
uid380	A	w
uid381	D	w
uid382	D	w
uid383	A	w
uid384	D	w
uid385	A	m
uid386	A	w
uid387	A	w
uid388	CH	m
uid389	D	m
uid390	A	w
uid391	D	w
uid392	A	m
uid393	A	w
uid394	CH	m
uid395	D	m
uid396	D	w
uid397	D	m
uid398	A	w
uid399	CH	w
uid400	D	w
uid401	A	w
uid402	D	w
uid403	A	m
uid404	D	w
uid405	D	w
uid406	D	m
uid407	D	m
uid408	D	m
uid409	D	m
uid410	A	w
uid411	D	m
uid412	A	w
uid413	D	m
uid414	CH	w
uid415	CH	w
uid416	CH	m
uid417	D	w
uid418	D	w
uid419	A	w
uid420	A	m
uid421	A	w
uid422	D	w
uid423	A	m
uid424	A	w
uid425	D	w
uid426	D	w
uid427	D	w
uid428	A	w
uid429	CH	w
uid430	CH	w
uid431	D	m
uid432	D	w
uid433	A	w
uid434	D	w
uid435	D	w
uid436	D	w
uid437	A	w
uid438	A	w
uid439	D	w
uid440	D	m
uid441	D	m
uid442	A	m
uid443	CH	w
uid444	CH	w
uid445	D	m
uid446	D	m
uid447	D	m
uid448	D	m
uid449	D	w
uid450	CH	m
uid451	D	w
uid452	A	w
uid453	A	w
uid454	CH	m
uid455	CH	m
uid456	A	m
uid457	D	w
uid458	D	w
uid459	CH	m
uid460	D	w
uid461	A	w
uid462	A	m
uid463	CH	w
uid464	CH	w
uid465	D	m
uid466	D	w
uid467	CH	w
uid468	A	m
uid469	A	w
uid470	D	w
uid471	A	w
uid472	A	m
uid473	A	m
uid474	A	m
uid475	D	m
uid476	D	m
uid477	D	w
uid478	D	w
uid479	A	w
uid480	D	w
uid481	CH	w
uid482	D	m
uid483	D	w
uid484	D	w
uid485	A	m
uid486	A	m
uid487	A	w
uid488	A	m
uid489	CH	w
uid490	D	w
uid491	D	m
uid492	D	m
uid493	D	m
uid494	A	w
uid495	D	w
uid496	D	w
uid497	A	w
uid498	A	w
uid499	D	w
uid500	D	m
uid501	CH	w
uid502	CH	w
uid503	D	w
uid504	D	w
uid505	A	w
uid506	A	m
uid507	D	m
uid508	D	m
uid509	CH	m
uid510	D	m
uid511	D	w
uid512	A	w
uid513	CH	m
uid514	D	w
uid515	D	w
uid516	D	w
uid517	A	m
uid518	A	m
uid519	D	w
uid520	A	m
uid521	D	w
uid522	A	m
uid523	D	w
uid524	A	m
uid525	D	m
uid526	D	w
uid527	CH	w
uid528	A	w
uid529	D	m
uid530	CH	w
uid531	CH	w
uid532	D	w
uid533	A	w
uid534	D	w
uid535	A	m
uid536	D	w
uid537	D	w
uid538	D	m
uid539	D	w
uid540	D	w
uid541	D	w
uid542	D	m
uid543	D	m
uid544	D	w
uid545	D	m
uid546	D	m
uid547	A	m
uid548	CH	m
uid549	D	m
uid550	A	w
uid551	D	m
uid552	A	w
uid553	A	w
uid554	CH	w
uid555	A	m
uid556	A	m
uid557	D	w
uid558	D	w
uid559	D	w
uid560	D	w
uid561	D	m
uid562	D	w
uid563	D	w
uid564	CH	m
uid565	A	m
uid566	A	w
uid567	A	m
uid568	A	m
uid569	D	w
uid570	D	w
uid571	A	w
uid572	A	w
uid573	A	w
uid574	CH	w
uid575	D	w
uid576	A	m
uid577	D	w
uid578	CH	m
uid579	A	m
uid580	D	m
uid581	D	w
uid582	CH	m
uid583	D	m
uid584	D	w
uid585	A	m
uid586	D	w
uid587	A	w
uid588	D	w
uid589	A	w
uid590	A	w
uid591	D	m
uid592	D	w
uid593	CH	m
uid594	D	m
uid595	D	m
uid596	CH	w
uid597	D	m
uid598	CH	w
uid599	D	w
uid600	D	w
uid601	D	m
uid602	D	w
uid603	A	m
uid604	D	m
uid605	A	m
uid606	D	m
uid607	D	w
uid608	CH	w
uid609	A	w
uid610	D	m
uid611	A	w
uid612	CH	m
uid613	A	w
uid614	D	w
uid615	D	w
uid616	D	m
uid617	D	m
uid618	CH	m
uid619	D	w
uid620	D	w
uid621	D	w
uid622	CH	w
uid623	D	w
uid624	CH	m
uid625	A	w
uid626	CH	m
uid627	A	w
uid628	A	w
uid629	D	w
uid630	D	m
uid631	D	w
uid632	A	m
uid633	D	w
uid634	D	m
uid635	A	w
uid636	D	m
uid637	D	w
uid638	D	w
uid639	CH	m
uid640	A	m
uid641	D	w
uid642	D	w
uid643	CH	w
uid644	A	w
uid645	D	m
uid646	D	w
uid647	D	m
uid648	D	m
uid649	D	m
uid650	A	m
uid651	A	w
uid652	D	m
uid653	D	m
uid654	A	w
uid655	CH	w
uid656	D	m
uid657	A	m
uid658	D	w
uid659	A	w
uid660	CH	m
uid661	A	m
uid662	D	m
uid663	D	m
uid664	D	w
uid665	D	m
uid666	D	w
uid667	CH	m
uid668	A	m
uid669	D	m
uid670	D	m
uid671	A	w
uid672	D	m
uid673	D	w
uid674	D	m
uid675	D	m
uid676	D	w
uid677	CH	m
uid678	CH	w
uid679	A	w
uid680	D	m
uid681	A	m
uid682	D	w
uid683	D	w
uid684	CH	m
uid685	D	m
uid686	A	m
uid687	A	m
uid688	D	w
uid689	D	m
uid690	D	w
uid691	D	m
uid692	CH	w
uid693	A	m
uid694	D	w
uid695	A	m
uid696	A	w
uid697	D	w
uid698	A	m
uid699	A	m
uid700	CH	w
uid701	CH	m
uid702	A	m
uid703	D	w
uid704	A	w
uid705	A	m
uid706	D	m
uid707	A	w
uid708	CH	w
uid709	D	m
uid710	D	w
uid711	A	m
uid712	CH	w
uid713	CH	w
uid714	CH	w
uid715	D	w
uid716	D	m
uid717	A	m
uid718	A	m
uid719	A	m
uid720	D	w
uid721	D	w
uid722	D	m
uid723	D	m
uid724	A	m
uid725	A	w
uid726	CH	m
uid727	D	w
uid728	D	w
uid729	CH	w
uid730	D	w
uid731	D	w
uid732	A	m
uid733	A	w
uid734	D	w
uid735	A	w
uid736	CH	w
uid737	A	w
uid738	D	w
uid739	CH	m
uid740	A	m
uid741	D	w
uid742	A	m
uid743	D	w
uid744	D	w
uid745	D	m
uid746	D	w
uid747	D	w
uid748	A	w
uid749	D	w
uid750	D	m
uid751	A	w
uid752	CH	w
uid753	A	w
uid754	D	m
uid755	D	w
uid756	D	m
uid757	D	m
uid758	A	w
uid759	D	w
uid760	D	w
uid761	D	m
uid762	CH	w
uid763	CH	w
uid764	A	w
uid765	A	w
uid766	D	w
uid767	D	m
uid768	A	w
uid769	D	w
uid770	CH	w
uid771	D	w
uid772	D	m
uid773	D	w
uid774	A	m
uid775	D	m
uid776	CH	w
uid777	D	w
uid778	A	w
uid779	A	w
uid780	CH	m
uid781	D	w
uid782	D	w
uid783	A	w
uid784	CH	w
uid785	A	w
uid786	A	w
uid787	D	w
uid788	D	w
uid789	A	w
uid790	CH	w
uid791	D	m
uid792	A	m
uid793	A	m
uid794	A	w
uid795	D	w
uid796	A	w
uid797	D	w
uid798	D	w
uid799	D	m
uid800	A	m
uid801	D	w
uid802	D	w
uid803	D	w
uid804	A	w
uid805	D	w
uid806	A	m
uid807	A	m
uid808	D	w
uid809	D	w
uid810	CH	w
uid811	D	m
uid812	A	m
uid813	D	w
uid814	D	w
uid815	A	w
uid816	D	w
uid817	A	w
uid818	A	m
uid819	CH	m
uid820	D	m
uid821	D	w
uid822	A	m
uid823	D	m
uid824	A	w
uid825	A	w
uid826	A	w
uid827	CH	m
uid828	CH	m
uid829	D	m
uid830	A	m
uid831	A	w
uid832	D	m
uid833	A	m
uid834	D	w
uid835	A	m
uid836	A	w
uid837	D	w
uid838	D	w
uid839	CH	w
uid840	A	m
uid841	D	w
uid842	D	m
uid843	D	m
uid844	A	m
uid845	D	w
uid846	CH	w
uid847	A	w
uid848	A	w
uid849	A	w
uid850	A	m
uid851	D	w
uid852	A	m
uid853	D	m
uid854	A	m
uid855	A	m
uid856	D	m
uid857	A	m
uid858	D	w
uid859	D	w
uid860	CH	m
uid861	A	m
uid862	CH	m
uid863	CH	w
uid864	A	m
uid865	CH	m
uid866	D	m
uid867	D	w
uid868	A	m
uid869	D	w
uid870	D	w
uid871	D	m
uid872	D	m
uid873	CH	w
uid874	D	m
uid875	CH	w
uid876	D	w
uid877	CH	w
uid878	D	w
uid879	CH	m
uid880	D	w
uid881	CH	m
uid882	D	m
uid883	A	w
uid884	D	m
uid885	D	m
uid886	D	w
uid887	CH	m
uid888	A	w
uid889	D	w
uid890	CH	w
uid891	D	m
uid892	D	w
uid893	A	w
uid894	D	w
uid895	D	w
uid896	D	w
uid897	A	w
uid898	A	w
uid899	A	m
uid900	D	w
uid901	A	m
uid902	D	w
uid903	A	w
uid904	A	m
uid905	D	w
uid906	A	w
uid907	CH	w
uid908	CH	w
uid909	D	w
uid910	A	m
uid911	A	m
uid912	D	w
uid913	CH	w
uid914	CH	w
uid915	CH	m
uid916	D	m
uid917	CH	w
uid918	D	w
uid919	A	w
uid920	D	w
uid921	CH	m
uid922	D	w
uid923	D	w
uid924	D	w
uid925	CH	w
uid926	D	m
uid927	D	m
uid928	D	m
uid929	D	w
uid930	CH	m
uid931	D	m
uid932	A	w
uid933	A	w
uid934	CH	w
uid935	D	w
uid936	A	w
uid937	A	m
uid938	D	m
uid939	D	m
uid940	A	w
uid941	CH	m
uid942	D	w
uid943	D	m
uid944	A	w
uid945	CH	m
uid946	CH	w
uid947	D	m
uid948	D	m
uid949	D	m
uid950	CH	w
uid951	A	w
uid952	D	w
uid953	D	w
uid954	A	m
uid955	D	w
uid956	D	m
uid957	CH	m
uid958	A	w
uid959	CH	w
uid960	CH	m
uid961	A	w
uid962	A	m
uid963	A	m
uid964	D	w
uid965	D	w
uid966	CH	m
uid967	D	w
uid968	D	m
uid969	A	w
uid970	A	w
uid971	D	w
uid972	A	w
uid973	CH	w
uid974	CH	m
uid975	D	m
uid976	CH	w
uid977	CH	w
uid978	A	w
uid979	D	m
uid980	D	m
uid981	CH	m
uid982	D	w
uid983	D	w
uid984	A	w
uid985	D	w
uid986	A	m
uid987	A	w
uid988	D	m
uid989	A	m
uid990	CH	w
uid991	CH	w
uid992	CH	w
uid993	A	w
uid994	CH	w
uid995	D	m
uid996	D	w
uid997	D	m
uid998	D	m
uid999	A	w
uid1000	A	w
uid1001	A	m
uid1002	CH	w
uid1003	D	m
uid1004	A	w
uid1005	A	w
uid1006	CH	w
uid1007	A	w
uid1008	CH	m
uid1009	A	w
uid1010	D	w
uid1011	D	m
uid1012	D	m
uid1013	A	w
uid1014	D	w
uid1015	A	w
uid1016	CH	w
uid1017	CH	w
uid1018	D	w
uid1019	CH	w
uid1020	D	m
uid1021	CH	w
uid1022	A	m
uid1023	D	m
uid1024	D	w
uid1025	CH	m
uid1026	CH	m
uid1027	CH	m
uid1028	A	m
uid1029	D	w
uid1030	D	w
uid1031	CH	w
uid1032	CH	m
uid1033	D	m
uid1034	D	w
uid1035	A	m
uid1036	CH	m
uid1037	A	w
uid1038	CH	m
uid1039	D	m
uid1040	D	w
uid1041	D	w
uid1042	A	w
uid1043	A	w
uid1044	CH	w
uid1045	A	w
uid1046	A	m
uid1047	A	w
uid1048	D	m
uid1049	D	w
uid1050	D	m
uid1051	CH	w
uid1052	D	w
uid1053	CH	w
uid1054	D	w
uid1055	A	m
uid1056	D	m
uid1057	D	w
uid1058	D	m
uid1059	D	w
uid1060	D	m
uid1061	D	w
uid1062	CH	m
uid1063	CH	m
uid1064	CH	w
uid1065	D	m
uid1066	D	w
uid1067	D	m
uid1068	D	m
uid1069	A	m
uid1070	D	w
uid1071	D	m
uid1072	D	m
uid1073	D	w
uid1074	D	m
uid1075	CH	m
uid1076	D	w
uid1077	CH	w
uid1078	D	w
uid1079	D	m
uid1080	CH	w
uid1081	A	m
uid1082	A	w
uid1083	D	w
uid1084	D	w
uid1085	CH	m
uid1086	A	w
uid1087	D	w
uid1088	D	w
uid1089	D	w
uid1090	CH	m
uid1091	A	w
uid1092	A	w
uid1093	D	m
uid1094	A	w
uid1095	D	w
uid1096	A	w
uid1097	A	m
uid1098	A	m
uid1099	D	m
uid1100	D	w
uid1101	CH	w
uid1102	D	w
uid1103	A	w
uid1104	D	m
uid1105	D	w
uid1106	D	m
uid1107	D	m
uid1108	CH	w
uid1109	D	w
uid1110	D	m
uid1111	D	m
uid1112	A	m
uid1113	D	w
uid1114	A	w
uid1115	A	w
uid1116	D	w
uid1117	A	w
uid1118	CH	w
uid1119	A	w
uid1120	A	m
uid1121	CH	w
uid1122	CH	m
uid1123	D	w
uid1124	CH	w
uid1125	D	w
uid1126	D	w
uid1127	D	w
uid1128	CH	w
uid1129	D	w
uid1130	CH	w
uid1131	D	w
uid1132	A	m
uid1133	D	m
uid1134	A	w
uid1135	A	w
uid1136	A	w
uid1137	D	w
uid1138	D	m
uid1139	CH	w
uid1140	A	w
uid1141	D	m
uid1142	A	w
uid1143	D	m
uid1144	CH	w
uid1145	CH	m
uid1146	D	w
uid1147	CH	m
uid1148	A	w
uid1149	A	m
uid1150	A	m
uid1151	D	m
uid1152	CH	w
uid1153	CH	w
uid1154	D	m
uid1155	A	w
uid1156	CH	m
uid1157	D	m
uid1158	D	w
uid1159	A	w
uid1160	CH	m
uid1161	CH	m
uid1162	CH	w
uid1163	A	m
uid1164	A	w
uid1165	D	m
uid1166	D	w
uid1167	D	m
uid1168	D	w
uid1169	A	w
uid1170	A	m
uid1171	D	w
uid1172	A	m
uid1173	CH	w
uid1174	CH	m
uid1175	D	m
uid1176	CH	m
uid1177	A	w
uid1178	A	w
uid1179	A	m
uid1180	D	w
uid1181	D	m
uid1182	D	w
uid1183	D	w
uid1184	D	w
uid1185	D	w
uid1186	A	w
uid1187	A	w
uid1188	D	w
uid1189	CH	m
uid1190	CH	m
uid1191	CH	w
uid1192	CH	w
uid1193	A	m
uid1194	A	m
uid1195	D	w
uid1196	D	w
uid1197	D	w
uid1198	CH	w
uid1199	A	m
uid1200	A	m
uid1201	CH	m
uid1202	D	w
uid1203	A	w
uid1204	D	m
uid1205	D	m
uid1206	D	w
uid1207	D	w
uid1208	D	m
uid1209	CH	w
uid1210	A	w
uid1211	D	w
uid1212	A	w
uid1213	CH	w
uid1214	A	w
uid1215	CH	w
uid1216	D	w
uid1217	A	m
uid1218	D	m
uid1219	D	w
uid1220	D	m
uid1221	CH	w
uid1222	D	m
uid1223	A	w
uid1224	D	w
uid1225	D	m
uid1226	A	w
uid1227	D	w
uid1228	CH	w
uid1229	D	w
uid1230	CH	m
uid1231	CH	w
uid1232	D	w
uid1233	A	w
uid1234	CH	w
uid1235	CH	m
uid1236	D	m
uid1237	D	w
uid1238	A	w
uid1239	D	w
uid1240	D	w
uid1241	A	m
uid1242	CH	m
uid1243	D	w
uid1244	D	m
uid1245	A	w
uid1246	A	w
uid1247	D	m
uid1248	A	m
uid1249	A	w
uid1250	D	m
uid1251	D	m
uid1252	A	w
uid1253	D	m
uid1254	D	w
uid1255	D	m
uid1256	D	m
uid1257	CH	w
uid1258	D	w
uid1259	D	w
uid1260	D	m
uid1261	D	w
uid1262	D	m
uid1263	CH	m
uid1264	A	m
uid1265	D	w
uid1266	D	w
uid1267	D	w
uid1268	D	w
uid1269	D	w
uid1270	CH	w
uid1271	CH	m
uid1272	A	w
uid1273	A	m
uid1274	CH	m
uid1275	A	w
uid1276	D	w
uid1277	D	m
uid1278	CH	m
uid1279	D	w
uid1280	D	m
uid1281	D	m
uid1282	D	w
uid1283	CH	m
uid1284	D	m
uid1285	CH	w
uid1286	CH	m
uid1287	D	m
uid1288	D	w
uid1289	D	w
uid1290	A	m
uid1291	CH	m
uid1292	D	m
uid1293	D	w
uid1294	A	w
uid1295	D	w
uid1296	A	w
uid1297	CH	m
uid1298	A	w
uid1299	D	w
uid1300	D	w
uid1301	CH	m
uid1302	CH	m
uid1303	A	w
uid1304	A	m
uid1305	A	w
uid1306	A	m
uid1307	A	w
uid1308	CH	w
uid1309	A	w
uid1310	D	m
uid1311	A	m
uid1312	D	w
uid1313	CH	w
uid1314	CH	m
uid1315	D	w
uid1316	CH	m
uid1317	A	m
uid1318	A	w
uid1319	A	w
uid1320	D	m
uid1321	D	w
uid1322	D	w
uid1323	A	w
uid1324	D	w
uid1325	CH	m
uid1326	D	m
uid1327	A	w
uid1328	D	m
uid1329	D	w
uid1330	D	w
uid1331	D	w
uid1332	D	w
uid1333	D	m
uid1334	D	m
uid1335	CH	m
uid1336	D	m
uid1337	A	m
uid1338	D	w
uid1339	D	m
uid1340	D	m
uid1341	D	w
uid1342	CH	m
uid1343	D	m
uid1344	CH	w
uid1345	CH	w
uid1346	D	w
uid1347	CH	m
uid1348	CH	m
uid1349	D	m
uid1350	A	m
uid1351	D	w
uid1352	CH	w
uid1353	D	w
uid1354	D	m
uid1355	CH	m
uid1356	CH	w
uid1357	A	m
uid1358	A	m
uid1359	A	w
uid1360	D	m
uid1361	A	w
uid1362	D	m
uid1363	A	m
uid1364	CH	w
uid1365	D	w
uid1366	A	w
uid1367	A	w
uid1368	A	w
uid1369	D	w
uid1370	D	w
uid1371	CH	w
uid1372	D	w
uid1373	A	w
uid1374	D	m
uid1375	D	w
uid1376	D	m
uid1377	D	w
uid1378	D	m
uid1379	D	m
uid1380	CH	m
uid1381	D	m
uid1382	D	w
uid1383	CH	w
uid1384	D	m
uid1385	CH	w
uid1386	D	w
uid1387	A	m
uid1388	D	w
uid1389	D	m
uid1390	D	m
uid1391	D	m
uid1392	A	w
uid1393	CH	w
uid1394	CH	w
uid1395	D	w
uid1396	A	m
uid1397	CH	w
uid1398	CH	w
uid1399	D	m
uid1400	D	w
uid1401	A	m
uid1402	D	w
uid1403	CH	w
uid1404	D	w
uid1405	CH	m
uid1406	A	w
uid1407	D	w
uid1408	CH	m
uid1409	A	w
uid1410	CH	w
uid1411	D	w
uid1412	CH	w
uid1413	D	w
uid1414	D	m
uid1415	A	m
uid1416	A	w
uid1417	CH	m
uid1418	D	w
uid1419	D	w
uid1420	CH	m
uid1421	D	w
uid1422	A	w
uid1423	CH	m
uid1424	A	w
uid1425	D	m
uid1426	A	w
uid1427	A	w
uid1428	D	m
uid1429	A	m
uid1430	D	m
uid1431	D	w
uid1432	D	w
uid1433	D	w
uid1434	CH	w
uid1435	D	w
uid1436	A	w
uid1437	A	m
uid1438	A	m
uid1439	D	w
uid1440	D	m
uid1441	CH	w
uid1442	A	w
uid1443	A	m
uid1444	CH	w
uid1445	D	w
uid1446	A	w
uid1447	A	w
uid1448	A	m
uid1449	A	w
uid1450	A	w
uid1451	CH	w
uid1452	D	w
uid1453	D	w
uid1454	CH	w
uid1455	D	w
uid1456	A	w
uid1457	D	w
uid1458	CH	m
uid1459	D	w
uid1460	A	w
uid1461	D	w
uid1462	A	w
uid1463	A	w
uid1464	CH	m
uid1465	D	w
uid1466	D	m
uid1467	D	m
uid1468	A	w
uid1469	A	w
uid1470	A	m
uid1471	A	w
uid1472	D	w
uid1473	A	w
uid1474	D	w
uid1475	D	m
uid1476	A	m
uid1477	D	w
uid1478	D	w
uid1479	D	m
uid1480	D	m
uid1481	D	w
uid1482	D	m
uid1483	D	w
uid1484	D	w
uid1485	D	w
uid1486	CH	m
uid1487	D	w
uid1488	D	m
uid1489	D	w
uid1490	D	w
uid1491	CH	w
uid1492	D	w
uid1493	A	w
uid1494	A	m
uid1495	D	w
uid1496	D	w
uid1497	D	w
uid1498	D	m
uid1499	D	m
uid1500	A	w
uid1501	A	m
uid1502	D	m
uid1503	D	m
uid1504	D	w
uid1505	D	w
uid1506	D	w
uid1507	A	m
uid1508	CH	w
uid1509	A	m
uid1510	D	w
uid1511	D	m
uid1512	A	w
uid1513	A	w
uid1514	A	m
uid1515	D	w
uid1516	D	m
uid1517	CH	m
uid1518	CH	m
uid1519	A	w
uid1520	D	m
uid1521	CH	m
uid1522	D	w
uid1523	D	m
uid1524	CH	m
uid1525	A	m
uid1526	D	w
uid1527	D	m
uid1528	CH	m
uid1529	D	w
uid1530	D	w
uid1531	A	m
uid1532	D	w
uid1533	D	w
uid1534	A	w
uid1535	D	w
uid1536	D	m
uid1537	CH	m
uid1538	D	w
uid1539	D	m
uid1540	D	w
uid1541	A	w
uid1542	D	m
uid1543	D	w
uid1544	CH	m
uid1545	A	m
uid1546	D	w
uid1547	A	w
uid1548	CH	m
uid1549	D	m
uid1550	A	w
uid1551	A	m
uid1552	CH	w
uid1553	A	m
uid1554	CH	w
uid1555	A	w
uid1556	D	m
uid1557	D	m
uid1558	D	w
uid1559	D	w
uid1560	D	m
uid1561	D	w
uid1562	D	m
uid1563	D	w
uid1564	D	w
uid1565	D	m
uid1566	D	w
uid1567	CH	w
uid1568	A	w
uid1569	CH	w
uid1570	D	m
uid1571	A	m
uid1572	CH	w
uid1573	CH	w
uid1574	A	w
uid1575	A	w
uid1576	CH	m
uid1577	CH	w
uid1578	CH	m
uid1579	CH	w
uid1580	A	m
uid1581	D	w
uid1582	A	w
uid1583	D	w
uid1584	D	w
uid1585	D	w
uid1586	D	w
uid1587	D	w
uid1588	D	m
uid1589	D	m
uid1590	D	w
uid1591	D	m
uid1592	D	m
uid1593	A	m
uid1594	D	w
uid1595	D	m
uid1596	A	w
uid1597	D	w
uid1598	D	w
uid1599	D	w
uid1600	D	m
uid1601	D	m
uid1602	CH	m
uid1603	A	w
uid1604	A	m
uid1605	A	m
uid1606	D	m
uid1607	D	m
uid1608	D	w
uid1609	D	w
uid1610	D	m
uid1611	D	m
uid1612	A	w
uid1613	D	w
uid1614	D	w
uid1615	CH	m
uid1616	D	m
uid1617	D	w
uid1618	D	w
uid1619	D	m
uid1620	D	m
uid1621	D	w
uid1622	CH	w
uid1623	D	w
uid1624	D	m
uid1625	CH	m
uid1626	A	m
uid1627	A	m
uid1628	D	m
uid1629	A	w
uid1630	A	w
